E:\simulator\data\IMG\center_2019_11_23_12_41_46_696.jpg, E:\simulator\data\IMG\left_2019_11_23_12_41_46_696.jpg, E:\simulator\data\IMG\right_2019_11_23_12_41_46_696.jpg, 0, 0, 0, 1.440029
E:\simulator\data\IMG\center_2019_11_23_12_41_46_798.jpg, E:\simulator\data\IMG\left_2019_11_23_12_41_46_798.jpg, E:\simulator\data\IMG\right_2019_11_23_12_41_46_798.jpg, 0, 0, 0, 1.423467
E:\simulator\data\IMG\center_2019_11_23_12_41_46_899.jpg, E:\simulator\data\IMG\left_2019_11_23_12_41_46_899.jpg, E:\simulator\data\IMG\right_2019_11_23_12_41_46_899.jpg, 0, 0, 0, 1.407072
E:\simulator\data\IMG\center_2019_11_23_12_41_47_001.jpg, E:\simulator\data\IMG\left_2019_11_23_12_41_47_001.jpg, E:\simulator\data\IMG\right_2019_11_23_12_41_47_001.jpg, 0, 0, 0, 1.390843
E:\simulator\data\IMG\center_2019_11_23_12_41_47_105.jpg, E:\simulator\data\IMG\left_2019_11_23_12_41_47_105.jpg, E:\simulator\data\IMG\right_2019_11_23_12_41_47_105.jpg, 0, 0, 0, 1.374777
E:\simulator\data\IMG\center_2019_11_23_12_41_47_210.jpg, E:\simulator\data\IMG\left_2019_11_23_12_41_47_210.jpg, E:\simulator\data\IMG\right_2019_11_23_12_41_47_210.jpg, 0, 0, 0, 1.355713
E:\simulator\data\IMG\center_2019_11_23_12_41_47_310.jpg, E:\simulator\data\IMG\left_2019_11_23_12_41_47_310.jpg, E:\simulator\data\IMG\right_2019_11_23_12_41_47_310.jpg, 0, 0, 0, 1.340003
E:\simulator\data\IMG\center_2019_11_23_12_41_47_410.jpg, E:\simulator\data\IMG\left_2019_11_23_12_41_47_410.jpg, E:\simulator\data\IMG\right_2019_11_23_12_41_47_410.jpg, 0, 0, 0, 1.324531
E:\simulator\data\IMG\center_2019_11_23_12_41_47_512.jpg, E:\simulator\data\IMG\left_2019_11_23_12_41_47_512.jpg, E:\simulator\data\IMG\right_2019_11_23_12_41_47_512.jpg, 0, 0, 0, 1.309518
E:\simulator\data\IMG\center_2019_11_23_12_41_47_612.jpg, E:\simulator\data\IMG\left_2019_11_23_12_41_47_612.jpg, E:\simulator\data\IMG\right_2019_11_23_12_41_47_612.jpg, 0, 0, 0, 1.294657
E:\simulator\data\IMG\center_2019_11_23_12_41_47_715.jpg, E:\simulator\data\IMG\left_2019_11_23_12_41_47_715.jpg, E:\simulator\data\IMG\right_2019_11_23_12_41_47_715.jpg, 0, 0.0664137, 0, 1.290835
E:\simulator\data\IMG\center_2019_11_23_12_41_47_815.jpg, E:\simulator\data\IMG\left_2019_11_23_12_41_47_815.jpg, E:\simulator\data\IMG\right_2019_11_23_12_41_47_815.jpg, 0, 0.369574, 0, 1.533918
E:\simulator\data\IMG\center_2019_11_23_12_41_47_919.jpg, E:\simulator\data\IMG\left_2019_11_23_12_41_47_919.jpg, E:\simulator\data\IMG\right_2019_11_23_12_41_47_919.jpg, -0.2253189, 0.6658258, 0, 2.226593
E:\simulator\data\IMG\center_2019_11_23_12_41_48_020.jpg, E:\simulator\data\IMG\left_2019_11_23_12_41_48_020.jpg, E:\simulator\data\IMG\right_2019_11_23_12_41_48_020.jpg, -0.5176662, 0.9581731, 0, 3.191049
E:\simulator\data\IMG\center_2019_11_23_12_41_48_121.jpg, E:\simulator\data\IMG\left_2019_11_23_12_41_48_121.jpg, E:\simulator\data\IMG\right_2019_11_23_12_41_48_121.jpg, -0.6402451, 1, 0, 4.327118
E:\simulator\data\IMG\center_2019_11_23_12_41_48_221.jpg, E:\simulator\data\IMG\left_2019_11_23_12_41_48_221.jpg, E:\simulator\data\IMG\right_2019_11_23_12_41_48_221.jpg, -0.3320142, 1, 0, 5.497011
E:\simulator\data\IMG\center_2019_11_23_12_41_48_322.jpg, E:\simulator\data\IMG\left_2019_11_23_12_41_48_322.jpg, E:\simulator\data\IMG\right_2019_11_23_12_41_48_322.jpg, -0.03868378, 1, 0, 6.645789
E:\simulator\data\IMG\center_2019_11_23_12_41_48_424.jpg, E:\simulator\data\IMG\left_2019_11_23_12_41_48_424.jpg, E:\simulator\data\IMG\right_2019_11_23_12_41_48_424.jpg, -0.3446139, 1, 0, 7.769866
E:\simulator\data\IMG\center_2019_11_23_12_41_48_525.jpg, E:\simulator\data\IMG\left_2019_11_23_12_41_48_525.jpg, E:\simulator\data\IMG\right_2019_11_23_12_41_48_525.jpg, -0.64836, 1, 0, 8.82197
E:\simulator\data\IMG\center_2019_11_23_12_41_48_630.jpg, E:\simulator\data\IMG\left_2019_11_23_12_41_48_630.jpg, E:\simulator\data\IMG\right_2019_11_23_12_41_48_630.jpg, -0.3736513, 1, 0, 10.14976
E:\simulator\data\IMG\center_2019_11_23_12_41_48_730.jpg, E:\simulator\data\IMG\left_2019_11_23_12_41_48_730.jpg, E:\simulator\data\IMG\right_2019_11_23_12_41_48_730.jpg, -0.0719128, 1, 0, 11.25494
E:\simulator\data\IMG\center_2019_11_23_12_41_48_831.jpg, E:\simulator\data\IMG\left_2019_11_23_12_41_48_831.jpg, E:\simulator\data\IMG\right_2019_11_23_12_41_48_831.jpg, 0, 1, 0, 12.43066
E:\simulator\data\IMG\center_2019_11_23_12_41_48_932.jpg, E:\simulator\data\IMG\left_2019_11_23_12_41_48_932.jpg, E:\simulator\data\IMG\right_2019_11_23_12_41_48_932.jpg, 0, 1, 0, 13.4322
E:\simulator\data\IMG\center_2019_11_23_12_41_49_033.jpg, E:\simulator\data\IMG\left_2019_11_23_12_41_49_033.jpg, E:\simulator\data\IMG\right_2019_11_23_12_41_49_033.jpg, 0, 1, 0, 14.42204
E:\simulator\data\IMG\center_2019_11_23_12_41_49_134.jpg, E:\simulator\data\IMG\left_2019_11_23_12_41_49_134.jpg, E:\simulator\data\IMG\right_2019_11_23_12_41_49_134.jpg, -0.2870631, 1, 0, 15.56115
E:\simulator\data\IMG\center_2019_11_23_12_41_49_235.jpg, E:\simulator\data\IMG\left_2019_11_23_12_41_49_235.jpg, E:\simulator\data\IMG\right_2019_11_23_12_41_49_235.jpg, -0.5341694, 1, 0, 16.4032
E:\simulator\data\IMG\center_2019_11_23_12_41_49_336.jpg, E:\simulator\data\IMG\left_2019_11_23_12_41_49_336.jpg, E:\simulator\data\IMG\right_2019_11_23_12_41_49_336.jpg, -0.2343192, 1, 0, 17.56289
E:\simulator\data\IMG\center_2019_11_23_12_41_49_436.jpg, E:\simulator\data\IMG\left_2019_11_23_12_41_49_436.jpg, E:\simulator\data\IMG\right_2019_11_23_12_41_49_436.jpg, 0, 1, 0, 18.43371
E:\simulator\data\IMG\center_2019_11_23_12_41_49_541.jpg, E:\simulator\data\IMG\left_2019_11_23_12_41_49_541.jpg, E:\simulator\data\IMG\right_2019_11_23_12_41_49_541.jpg, 0, 1, 0, 19.58831
E:\simulator\data\IMG\center_2019_11_23_12_41_49_642.jpg, E:\simulator\data\IMG\left_2019_11_23_12_41_49_642.jpg, E:\simulator\data\IMG\right_2019_11_23_12_41_49_642.jpg, 0, 1, 0, 20.48798
E:\simulator\data\IMG\center_2019_11_23_12_41_49_745.jpg, E:\simulator\data\IMG\left_2019_11_23_12_41_49_745.jpg, E:\simulator\data\IMG\right_2019_11_23_12_41_49_745.jpg, 0, 1, 0, 21.56676
E:\simulator\data\IMG\center_2019_11_23_12_41_49_844.jpg, E:\simulator\data\IMG\left_2019_11_23_12_41_49_844.jpg, E:\simulator\data\IMG\right_2019_11_23_12_41_49_844.jpg, -0.08335619, 1, 0, 22.51145
E:\simulator\data\IMG\center_2019_11_23_12_41_49_949.jpg, E:\simulator\data\IMG\left_2019_11_23_12_41_49_949.jpg, E:\simulator\data\IMG\right_2019_11_23_12_41_49_949.jpg, -0.4389609, 1, 0, 23.58839
E:\simulator\data\IMG\center_2019_11_23_12_41_50_050.jpg, E:\simulator\data\IMG\left_2019_11_23_12_41_50_050.jpg, E:\simulator\data\IMG\right_2019_11_23_12_41_50_050.jpg, -0.7129184, 1, 0, 24.30733
E:\simulator\data\IMG\center_2019_11_23_12_41_50_153.jpg, E:\simulator\data\IMG\left_2019_11_23_12_41_50_153.jpg, E:\simulator\data\IMG\right_2019_11_23_12_41_50_153.jpg, -0.4197063, 1, 0, 25.20729
E:\simulator\data\IMG\center_2019_11_23_12_41_50_257.jpg, E:\simulator\data\IMG\left_2019_11_23_12_41_50_257.jpg, E:\simulator\data\IMG\right_2019_11_23_12_41_50_257.jpg, -0.1070892, 1, 0, 26.18178
E:\simulator\data\IMG\center_2019_11_23_12_41_50_361.jpg, E:\simulator\data\IMG\left_2019_11_23_12_41_50_361.jpg, E:\simulator\data\IMG\right_2019_11_23_12_41_50_361.jpg, 0, 1, 0, 27.10192
E:\simulator\data\IMG\center_2019_11_23_12_41_50_464.jpg, E:\simulator\data\IMG\left_2019_11_23_12_41_50_464.jpg, E:\simulator\data\IMG\right_2019_11_23_12_41_50_464.jpg, 0, 0.7089347, 0, 27.87121
E:\simulator\data\IMG\center_2019_11_23_12_41_50_569.jpg, E:\simulator\data\IMG\left_2019_11_23_12_41_50_569.jpg, E:\simulator\data\IMG\right_2019_11_23_12_41_50_569.jpg, 0, 0.3495511, 0, 28.30619
E:\simulator\data\IMG\center_2019_11_23_12_41_50_669.jpg, E:\simulator\data\IMG\left_2019_11_23_12_41_50_669.jpg, E:\simulator\data\IMG\right_2019_11_23_12_41_50_669.jpg, 0, 0.2284687, 0, 28.29643
E:\simulator\data\IMG\center_2019_11_23_12_41_50_773.jpg, E:\simulator\data\IMG\left_2019_11_23_12_41_50_773.jpg, E:\simulator\data\IMG\right_2019_11_23_12_41_50_773.jpg, -0.2317803, 0.5247703, 0, 28.43839
E:\simulator\data\IMG\center_2019_11_23_12_41_50_875.jpg, E:\simulator\data\IMG\left_2019_11_23_12_41_50_875.jpg, E:\simulator\data\IMG\right_2019_11_23_12_41_50_875.jpg, -0.2617222, 0.8299014, 0, 28.8648
E:\simulator\data\IMG\center_2019_11_23_12_41_50_977.jpg, E:\simulator\data\IMG\left_2019_11_23_12_41_50_977.jpg, E:\simulator\data\IMG\right_2019_11_23_12_41_50_977.jpg, 0, 1, 0, 29.71778
E:\simulator\data\IMG\center_2019_11_23_12_41_51_078.jpg, E:\simulator\data\IMG\left_2019_11_23_12_41_51_078.jpg, E:\simulator\data\IMG\right_2019_11_23_12_41_51_078.jpg, -0.1053921, 1, 0, 30.18994
E:\simulator\data\IMG\center_2019_11_23_12_41_51_181.jpg, E:\simulator\data\IMG\left_2019_11_23_12_41_51_181.jpg, E:\simulator\data\IMG\right_2019_11_23_12_41_51_181.jpg, -0.4025607, 1, 0, 30.15964
E:\simulator\data\IMG\center_2019_11_23_12_41_51_283.jpg, E:\simulator\data\IMG\left_2019_11_23_12_41_51_283.jpg, E:\simulator\data\IMG\right_2019_11_23_12_41_51_283.jpg, -0.1351563, 1, 0, 30.19238
E:\simulator\data\IMG\center_2019_11_23_12_41_51_389.jpg, E:\simulator\data\IMG\left_2019_11_23_12_41_51_389.jpg, E:\simulator\data\IMG\right_2019_11_23_12_41_51_389.jpg, -0.2408836, 1, 0, 30.18482
E:\simulator\data\IMG\center_2019_11_23_12_41_51_494.jpg, E:\simulator\data\IMG\left_2019_11_23_12_41_51_494.jpg, E:\simulator\data\IMG\right_2019_11_23_12_41_51_494.jpg, -0.04331347, 1, 0, 30.1909
E:\simulator\data\IMG\center_2019_11_23_12_41_51_598.jpg, E:\simulator\data\IMG\left_2019_11_23_12_41_51_598.jpg, E:\simulator\data\IMG\right_2019_11_23_12_41_51_598.jpg, 0, 1, 0, 30.19011
E:\simulator\data\IMG\center_2019_11_23_12_41_51_697.jpg, E:\simulator\data\IMG\left_2019_11_23_12_41_51_697.jpg, E:\simulator\data\IMG\right_2019_11_23_12_41_51_697.jpg, 0, 1, 0, 30.18926
E:\simulator\data\IMG\center_2019_11_23_12_41_51_802.jpg, E:\simulator\data\IMG\left_2019_11_23_12_41_51_802.jpg, E:\simulator\data\IMG\right_2019_11_23_12_41_51_802.jpg, 0, 1, 0, 30.19027
E:\simulator\data\IMG\center_2019_11_23_12_41_51_904.jpg, E:\simulator\data\IMG\left_2019_11_23_12_41_51_904.jpg, E:\simulator\data\IMG\right_2019_11_23_12_41_51_904.jpg, 0, 1, 0, 30.19041
E:\simulator\data\IMG\center_2019_11_23_12_41_52_004.jpg, E:\simulator\data\IMG\left_2019_11_23_12_41_52_004.jpg, E:\simulator\data\IMG\right_2019_11_23_12_41_52_004.jpg, 0, 1, 0, 30.19034
E:\simulator\data\IMG\center_2019_11_23_12_41_52_104.jpg, E:\simulator\data\IMG\left_2019_11_23_12_41_52_104.jpg, E:\simulator\data\IMG\right_2019_11_23_12_41_52_104.jpg, -0.1722345, 1, 0, 30.18214
E:\simulator\data\IMG\center_2019_11_23_12_41_52_208.jpg, E:\simulator\data\IMG\left_2019_11_23_12_41_52_208.jpg, E:\simulator\data\IMG\right_2019_11_23_12_41_52_208.jpg, -0.02814148, 1, 0, 30.19051
E:\simulator\data\IMG\center_2019_11_23_12_41_52_309.jpg, E:\simulator\data\IMG\left_2019_11_23_12_41_52_309.jpg, E:\simulator\data\IMG\right_2019_11_23_12_41_52_309.jpg, 0, 1, 0, 30.19004
E:\simulator\data\IMG\center_2019_11_23_12_41_52_409.jpg, E:\simulator\data\IMG\left_2019_11_23_12_41_52_409.jpg, E:\simulator\data\IMG\right_2019_11_23_12_41_52_409.jpg, 0, 1, 0, 30.19029
